"GEO_ID","NAME","B06012_001E","B06012_001M","B06012_002E","B06012_002M","B06012_003E","B06012_003M","B06012_004E","B06012_004M","B06012_005E","B06012_005M","B06012_006E","B06012_006M","B06012_007E","B06012_007M","B06012_008E","B06012_008M","B06012_009E","B06012_009M","B06012_010E","B06012_010M","B06012_011E","B06012_011M","B06012_012E","B06012_012M","B06012_013E","B06012_013M","B06012_014E","B06012_014M","B06012_015E","B06012_015M","B06012_016E","B06012_016M","B06012_017E","B06012_017M","B06012_018E","B06012_018M","B06012_019E","B06012_019M","B06012_020E","B06012_020M"
"0400000US12","Florida","20481252","2526","2870487","25969","2025764","24947","15585001","40658","7271832","19007","1228091","16237","786178","13411","5257563","28794","8140496","21738","822314","8894","621052","8499","6697130","22814","781414","9069","126933","4660","91359","3961","563122","8933","4287510","20206","693149","10106","527175","10232","3067186","18772"
"0400000US13","Georgia","10130335","1784","1528558","17868","965858","13691","7635919","21686","5526686","15311","976024","13334","587764","9523","3962898","16503","3428389","16848","378099","6734","244970","6626","2805320","16704","139597","3764","17738","1437","10173","1077","111686","3249","1035663","9144","156697","4999","122951","4370","756015","8435"
"0400000US15","Hawaii","1384184","764","130649","4079","77399","4086","1176136","4909","740865","5455","70176","2984","38811","2547","631878","5884","341749","3114","29332","1692","19337","1399","293080","3287","43849","1824","3400","545","2514","454","37935","1637","257721","4107","27741","1723","16737","1509","213243","4295"
"0400000US16","Idaho","1686285","751","221256","5802","166899","5726","1298130","7825","793460","6426","105471","3901","84657","3484","603332","6485","774509","6590","94845","3426","67932","3017","611732","6948","17280","1233","2216","448","1627","352","13437","1055","101036","2503","18724","1471","12683","1067","69629","2492"
"0400000US17","Illinois","12474842","1707","1557873","15279","979383","11890","9937586","20310","8362079","12740","1073016","11019","648792","8307","6640271","20568","2192689","11135","236058","4692","141454","3342","1815177","11188","143198","3418","19789","1124","12209","919","111200","2872","1776876","10950","229010","4995","176928","5301","1370938","9459"
"0400000US18","Indiana","6461389","1693","867996","9966","570861","9455","5022532","16119","4413583","11247","583669","7996","392726","8018","3437188","15186","1663048","11678","212293","4248","134294","3501","1316461","10948","45561","1972","6190","706","3339","460","36032","1780","339197","4716","65844","2806","40502","2512","232851","3865"
"0400000US19","Iowa","3040184","719","348122","6013","244081","5912","2447981","8579","2145127","5780","221589","4297","163993","4378","1759545","8163","713204","5392","95290","2763","58814","2215","559100","5258","19371","1077","2175","388","2098","357","15098","920","162482","3245","29068","1797","19176","1562","114238","3055"
"0400000US20","Kansas","2826056","811","337739","5822","243500","5274","2244817","6978","1677777","6112","200346","4241","148629","3458","1328802","7027","918676","5528","100502","2612","66993","2376","751181","5734","25480","1187","2988","465","2218","415","20274","1051","204123","3334","33903","2187","25660","1610","144560","3077"
"0400000US21","Kentucky","4309501","1588","747010","11597","419917","7596","3142574","14790","2979860","8394","531916","9502","297413","6276","2150531","12071","1130249","8073","174480","3985","99815","3254","855954","7947","30989","1589","4057","602","3033","559","23899","1268","168403","3085","36557","2656","19656","1426","112190","1985"
"0400000US22","Louisiana","4532714","1327","871467","12866","466193","10355","3195054","15665","3542688","10272","707412","10867","372414","9126","2462862","14676","769751","9140","119385","3905","65565","2701","584801","7913","31474","1710","4676","690","2988","518","23810","1407","188801","3464","39994","2538","25226","1719","123581","3111"
"0400000US23","Maine","1298787","692","153131","3186","109024","2898","1036632","4678","817125","4096","100981","2715","72928","2443","643216","4875","420989","3852","43443","1636","30589","1173","346957","3736","14484","886","1636","313","1164","235","11684","785","46189","1632","7071","923","4343","561","34775","1543"
"0400000US24","Maryland","5876434","1338","539991","8567","342910","8643","4993533","12089","2771253","8408","308903","6661","181212","5631","2281138","8889","2109685","10788","138967","2967","87955","2840","1882763","10424","91636","3019","6471","727","4036","838","81129","2697","903860","7174","85650","3226","69707","3541","748503","6850"
"0400000US25","Massachusetts","6615375","1265","680962","10241","393354","8296","5541059","12520","4016659","10148","373216","7857","224537","5716","3418906","12573","1283810","8655","105377","2869","54781","1976","1123652","8600","194661","3859","51493","2303","23836","1794","119332","2967","1120245","9346","150876","4136","90200","3280","879169","7694"
"0400000US26","Michigan","9741628","1788","1398527","14569","827213","11162","7515888","18780","7440443","9956","1071407","12225","630046","9361","5738990","16527","1551693","7534","198150","3415","123040","2567","1230503","7360","76234","2275","14869","1050","8423","929","52942","1733","673258","6578","114101","3629","65704","2699","493453","5398"
"0400000US27","Minnesota","5440087","993","526065","7319","374315","8538","4539707","10383","3682788","7775","321230","5070","240280","5264","3121278","9919","1251726","7157","118072","2592","76625","2670","1057029","6553","40463","1792","4759","687","3697","524","32007","1519","465110","5458","82004","3498","53713","3005","329393","4098"
"0400000US28","Mississippi","2886767","1066","585786","9127","335412","7137","1965569","10683","2077341","6611","462215","8420","259457","5747","1355669","8844","724886","6413","108119","3632","65248","2667","551519","6238","18989","1427","2570","542","1747","409","14672","1125","65551","2149","12882","1215","8960","1097","43709","1694"
"0400000US29","Missouri","5922570","1633","810045","12156","530895","9265","4581630","15366","3911513","9850","543378","9879","357185","7431","3010950","12070","1714696","9209","215326","4205","144593","3944","1354777","8425","46211","1718","5520","673","4354","560","36337","1590","250150","4006","45821","2879","24763","1709","179566","3653"
"0400000US30","Montana","1025221","678","134605","3601","94305","3000","796311","4479","552573","4092","77123","2813","53306","2487","422144","4671","441258","4180","53281","2157","38358","1603","349619","3770","9054","738","979","184","519","135","7556","651","22336","1320","3222","576","2122","436","16992","1051"
"0400000US31","Nebraska","1859691","871","206579","4624","152830","3876","1500282","5415","1204657","4744","123052","3327","95954","2666","985651","5720","504706","4809","56092","1800","36930","1403","411684","4775","15426","813","1981","357","1229","295","12216","708","134902","2609","25454","1728","18717","1539","90731","2320"
"0400000US32","Nevada","2929882","1054","384690","7166","270712","6705","2274480","9476","777757","6378","120224","3871","80548","3021","576985","7279","1527158","7223","182341","4241","121067","3700","1223750","6884","51321","1866","5681","686","3987","560","41653","1636","573646","5350","76444","2955","65110","2839","432092","5408"
"0400000US33","New Hampshire","1305013","569","98682","3980","70603","3126","1135728","5040","542664","4384","44199","2586","32928","2038","465537","4804","665617","4180","43977","2228","30882","1705","590758","4146","16595","1115","2177","471","1155","267","13263","987","80137","2086","8329","1049","5638","816","66170","2096"
"0400000US34","New Jersey","8706202","1331","869081","15206","554640","9993","7282481","17500","4520032","12287","454375","9658","279933","6722","3785724","14641","2001734","10738","142779","3888","88970","2823","1769985","11361","209113","3249","37873","1722","21086","1490","150154","2889","1975323","11461","234054","5736","164651","4341","1576618","10458"
"0400000US35","New Mexico","2049986","796","392065","7034","231197","6770","1426724","8012","1110677","6430","236351","5460","133801","4993","740525","6983","723652","5184","106784","3368","65706","2576","551162","5297","22649","1287","3371","506","1768","421","17510","1126","193008","4619","45559","2090","29922","1910","117527","3633"
"0400000US36","New York","19063180","2225","2681277","20295","1512186","17579","14869717","28841","12010282","17204","1619625","14508","880682","11865","9509975","27289","2205186","11624","257195","4443","130787","3637","1817204","11020","488488","6128","113967","3526","56120","2011","318401","5078","4359224","18741","690490","8935","444597","7596","3224137","15725"
"0400000US37","North Carolina","9984891","1988","1467591","17884","979877","13772","7537423","22409","5631838","14408","935670","12524","609628","10907","4086540","17517","3419057","12994","372561","6114","252312","5884","2794184","15153","122387","2972","15777","1343","11043","983","95567","2610","811609","7453","143583","4358","106894","3795","561132","6744"
"0400000US38","North Dakota","732326","433","78198","2830","51536","2349","602592","3741","459903","3459","45000","2035","30465","1608","384438","3996","235943","3453","26631","1662","17324","1190","191988","3150","6521","698","964","304","448","240","5109","581","29959","1399","5603","863","3299","812","21057","1320"
"0400000US39","Ohio","11331030","1970","1588343","18097","948404","10535","8794283","22354","8502543","11852","1205488","15024","717181","9856","6579874","22365","2205900","11668","272566","4323","171549","3087","1761785","10737","98809","2661","20150","1374","11028","1074","67631","2203","523778","6674","90139","3501","48646","2196","384993","5568"
"0400000US40","Oklahoma","3817368","975","598373","6424","398498","5607","2820497","7628","2326611","7497","376411","4524","247259","4015","1702941","8959","1222485","6766","173501","2930","116352","3011","932632","6309","38144","1357","4645","521","3831","497","29668","1242","230128","2978","43816","1862","31056","1785","155256","2681"
"0400000US41","Oregon","4052019","1063","533527","9908","350949","8162","3167543","11642","1860347","8719","256156","6746","168055","4779","1436136","10032","1740179","9116","207100","3987","132953","3769","1400126","8900","48662","1832","5880","725","3999","688","38783","1591","402831","4835","64391","3177","45942","3122","292498","3996"
"0400000US42","Pennsylvania","12380284","1972","1539183","18184","942759","11982","9898342","22985","8961242","13278","1068615","13929","679652","10316","7212975","20184","2326821","12133","271344","5050","154399","3869","1901078","12194","230378","4427","63109","2889","27254","2164","140015","3354","861843","7940","136115","4263","81454","3102","644274","6710"
"0400000US44","Rhode Island","1016506","463","125826","4199","70852","3284","819828","4565","586889","4528","68347","2800","39051","2352","479491","4515","264913","4220","27512","1667","15343","1243","222058","4019","23928","1636","7044","1046","2774","497","14110","1132","140776","2743","22923","1905","13684","1381","104169","2725"
"0400000US45","South Carolina","4877884","1451","741650","11849","476251","9964","3659983","14136","2754728","8588","496651","9037","309506","7564","1948571","10542","1822109","10179","194744","4836","133999","4064","1493366","10193","53910","2129","6293","748","4403","867","43214","1862","247137","3974","43962","2869","28343","2084","174832","3573"
"0400000US46","South Dakota","841207","567","110553","3057","69346","2549","661308","3571","542127","2890","74935","2573","44119","1836","423073","3659","262835","2939","29122","1290","21287","1394","212426","2437","5134","587","794","229","554","152","3786","528","31111","1351","5702","913","3386","773","22023","1150"
"0400000US47","Tennessee","6542792","1409","996930","13051","644973","9989","4900889","16778","3909564","10664","655252","9735","414400","7479","2839912","13782","2237047","11179","270446","5423","179852","4201","1786749","11871","57164","2150","8297","1054","5184","732","43683","1800","339017","4863","62935","3034","45537","2595","230545","4765"
"0400000US48","Texas","27637858","2917","4072194","34216","2748741","25828","20816923","44941","16427363","27785","2577181","21982","1693294","18588","12156888","42485","6032862","22169","577128","9326","393071","6746","5062663","21072","421664","7213","52198","2790","34871","1849","334595","6077","4755969","22904","865687","11545","627505","11295","3262777","18108"
"0400000US49","Utah","3048871","861","298537","7818","233324","6705","2517010","10596","1887751","7213","169075","5079","139614","4426","1579062","9394","871543","7207","87515","3367","61010","2673","723018","6992","30950","1550","2774","499","2622","564","25554","1245","258627","3816","39173","2291","30078","2065","189376","3771"
"0400000US50","Vermont","599618","341","65652","2706","46915","2331","487051","3489","304623","2858","33878","1838","26349","1638","244396","3101","261471","2791","27203","1297","17699","1077","216569","2602","5871","467","677","153","619","152","4575","439","27653","1039","3894","709","2248","429","21511","930"
"0400000US51","Virginia","8201608","1394","865691","14344","556366","8980","6779551","19029","4044402","11832","513137","10026","326691","6803","3204574","15921","2961255","13218","226583","5001","138625","3595","2596047","13767","159130","2840","13538","1047","7955","854","137637","2779","1036821","9172","112433","4422","83095","3562","841293","7184"
"0400000US53","Washington","7266810","1340","785244","11622","507436","10091","5974130","15069","3389854","13196","386056","6880","249590","6765","2754208","13397","2699507","11573","250632","5355","158915","3560","2289960","11407","131525","3198","12450","1228","8853","872","110222","2894","1045924","8202","136106","4379","90078","3945","819740","7268"
"0400000US54","West Virginia","1765715","872","310044","6119","185591","4926","1270080","7887","1226553","5155","218792","4764","134796","3866","872965","7153","500759","5131","84340","2905","47739","2153","368680","4743","10009","813","1367","248","923","303","7719","642","28394","1384","5545","882","2133","406","20716","1091"
"0400000US55","Wisconsin","5642353","1063","639160","8135","424376","6726","4578817","10582","4026986","6666","429884","6288","297491","5182","3299611","9344","1280214","6619","153763","3095","91849","2534","1034602","6401","50465","2058","10090","1037","5777","786","34598","1460","284688","4403","45423","2125","29259","1795","210006","4068"
"0400000US56","Wyoming","566918","401","62257","2774","42197","2495","462464","3488","240465","3362","27139","1571","18089","1327","195237","3185","302733","3250","31655","1891","21524","1542","249554","3590","4211","594","327","130","179","102","3705","566","19509","1198","3136","588","2405","608","13968","934"
"0400000US72","Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
