"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"0400000US12","Florida","13561596","1609","189444","3728","3082","456","2358","385","8586","902","19491","1279","39562","1948","34797","1827","50751","2330","162218","3848","69217","2478","157973","3639","217994","4066","274968","4717","300332","4497","306283","4813","3452667","23168","571385","6672","881927","9757","1946602","11284","1242532","8680","2324792","13088","889974","8816","267663","4681","146998","2666"
"0400000US13","Georgia","6410416","2034","84070","2639","793","191","1219","316","4189","690","7230","769","18092","1166","14039","1025","22055","1210","70898","2564","45038","1761","91783","3153","136647","3045","174761","3660","178713","3804","109833","2917","1518683","11084","313403","4491","365871","5773","986669","8337","451537","5573","1148710","8824","468554","6570","122826","3096","74803","2076"
"0400000US15","Hawaii","950863","165","10484","640","84","66","245","121","677","183","780","178","1980","291","1956","369","2492","336","10963","753","2679","311","8813","569","8747","679","12387","867","12460","857","13474","832","244864","3696","22549","1133","52601","1666","158592","2478","94296","2568","191712","2571","64657","1830","20733","933","12638","628"
"0400000US16","Idaho","1015487","599","10690","749","110","77","118","70","665","195","1209","291","2076","306","2034","297","2247","353","9619","676","2817","424","11354","646","13076","865","18399","957","20348","1095","15492","834","230252","3295","51348","1560","87421","1871","187147","2789","90951","2182","176651","2638","56312","1458","14796","909","10355","617"
"0400000US17","Illinois","8560555","1047","98533","2647","908","210","1164","202","4264","446","10489","747","22595","1221","16975","979","22319","1088","125035","3100","29850","1525","139756","3023","114802","2843","150743","2621","170153","3032","154558","2809","2005096","10734","306922","4350","566837","6182","1246540","7585","643082","5187","1688420","8801","757345","7227","181769","2865","102400","2066"
"0400000US18","Indiana","4287819","1161","39423","1542","403","117","487","119","1288","276","2260","335","5604","646","4537","432","6012","631","24680","1313","13684","798","75992","2113","70181","1746","107036","2600","110265","2434","69299","1565","1283193","7168","215785","3028","287913","3716","611241","4967","345740","3748","647692","5923","268080","3692","55789","1555","41235","1338"
"0400000US19","Iowa","2038942","799","14295","819","217","83","199","91","661","187","780","190","2136","348","1777","350","2072","347","9873","772","4648","509","34425","1007","20295","1001","27694","1014","34897","1298","24103","1152","580554","4210","82293","1715","152984","2089","286865","3742","220869","2674","366812","3618","117991","2181","30338","924","22164","1075"
"0400000US20","Kansas","1861894","880","15540","834","162","67","262","104","646","231","1311","229","3102","395","2543","332","3437","452","16020","925","5339","535","26757","995","23625","1108","29289","1249","34130","1108","24945","945","426851","3626","79109","1484","151580","2606","300116","3438","145245","2348","370031","3431","147219","2453","33406","1077","21229","782"
"0400000US21","Kentucky","2939709","1241","32662","1183","368","103","450","156","1327","284","2260","350","6486","487","5982","439","9115","637","21947","970","23078","1145","102191","2408","67647","1952","87435","2130","82927","2334","42315","1173","788478","4874","203042","2760","194602","2938","413002","3728","214363","2962","377949","4529","188011","3296","47619","1391","26453","1054"
"0400000US22","Louisiana","3010828","1080","39694","1562","390","142","650","214","1496","317","2574","444","7972","682","7376","655","11346","823","25954","1230","28652","1073","57067","1706","67779","2192","99151","2122","115062","2392","51318","1528","863755","6313","158411","2770","163169","3538","482375","4933","160591","2910","441765","5068","150807","2697","46033","1383","27441","1080"
"0400000US23","Maine","947959","480","5709","533","31","27","100","57","54","30","371","134","457","131","640","141","1067","213","2304","351","3313","373","16273","850","11828","542","15044","753","15114","815","10080","621","268246","2797","49771","1343","58604","1492","131768","2113","88305","1789","173294","2452","68173","1839","15935","776","11478","670"
"0400000US24","Maryland","3973193","652","40294","1721","561","160","516","152","1836","308","4789","627","8779","724","7753","649","10259","741","36290","1790","17760","1067","41099","1438","56002","1758","75294","1944","75381","2198","60582","1526","904381","7175","118530","2332","239458","3217","539631","4742","252220","3444","805699","7024","462118","4449","116377","2511","97584","2461"
"0400000US25","Massachusetts","4561346","533","63680","2214","584","157","809","198","2798","406","6116","572","10194","862","17974","1056","16019","915","28937","1191","20934","1294","54786","1643","52794","1747","69230","2003","65900","2140","67199","2119","1033017","7885","132901","2593","226315","2971","515550","5236","352173","4063","1030633","6222","555666","5344","127450","2433","109687","2373"
"0400000US26","Michigan","6619834","989","71758","1730","616","144","1111","199","1420","279","3229","409","6588","533","5732","571","9269","693","26715","962","17013","862","75868","1723","79541","1854","141960","2403","162673","2788","106512","1958","1734029","8263","263590","2828","510538","5345","1072602","6609","580404","4128","1068984","6484","499269","5117","109396","1941","71017","1882"
"0400000US27","Minnesota","3599228","839","35915","1411","308","77","297","96","1023","218","1850","251","3223","396","3449","442","3847","455","13533","920","6237","488","43248","1221","28389","1157","41027","1315","50652","1496","44780","1274","838954","6221","112399","1903","242470","2970","555349","4009","378366","2897","801653","6330","273587","3058","73959","1868","44713","1327"
"0400000US28","Mississippi","1929591","1236","27127","1184","261","104","297","111","905","249","1684","317","4430","491","4640","442","6654","595","15581","765","17053","882","40538","1365","45494","1599","69371","2067","77314","2168","37141","1287","469810","5101","113823","2383","110225","2529","329786","4058","163693","3369","248884","3348","103269","2727","24389","1241","17222","921"
"0400000US29","Missouri","4028930","1200","31490","1202","317","130","419","124","661","149","1679","311","3691","416","3512","424","5167","582","14923","957","12501","772","81674","1764","59581","1742","98941","2302","107050","2385","61134","1552","1079905","7400","185576","2712","296113","4003","619617","5213","290937","3525","672563","5860","289158","3962","67607","1579","44714","1490"
"0400000US30","Montana","683960","614","2850","300","27","25","89","60","124","59","80","59","230","92","311","154","376","114","960","195","1246","247","9024","596","6258","568","9950","682","12018","609","8188","500","171310","2410","32515","1100","47392","1615","125515","2236","56669","1119","135759","2294","42640","1322","12095","834","8334","603"
"0400000US31","Nebraska","1205229","584","12149","831","226","138","168","62","446","122","1316","285","2794","432","1874","362","2104","387","10292","839","2952","365","15604","674","14003","925","16303","836","18905","839","15124","821","293816","2928","41615","1078","94442","1658","194591","2559","117462","1944","235747","2981","78898","1644","20334","782","14064","706"
"0400000US32","Nevada","1847920","424","26266","1385","233","128","333","128","1313","293","2993","447","5993","679","4299","509","6733","692","37448","1552","7912","691","20032","1141","33325","1441","35053","1551","50634","1792","47373","1857","457088","5316","72353","1974","135381","3275","346038","4878","140692","2989","274707","3864","97428","2546","29096","1332","15197","950"
"0400000US33","New Hampshire","919033","494","5525","500","47","36","82","56","80","52","173","116","568","164","517","146","990","268","2520","404","2136","335","11483","689","10304","704","14369","818","13776","751","10920","795","230715","3389","36644","1309","55059","1517","118867","2370","88466","1617","197937","3064","88205","1828","16110","801","13540","828"
"0400000US34","New Jersey","6052621","508","75464","2126","1026","272","1225","201","4026","478","8492","714","15989","985","18518","1030","26712","1501","65564","2086","27117","1302","81556","2794","71131","1994","97307","2012","105800","2358","102571","2304","1589736","11120","153531","2619","303850","4696","722906","5758","379962","4474","1362013","7766","602487","6289","146130","3040","89508","2084"
"0400000US35","New Mexico","1360013","693","18614","818","94","60","267","112","1096","248","2748","390","6513","551","4443","406","5666","546","27340","1404","9021","706","21090","1016","27310","1414","32057","1413","39146","1381","22580","1249","297629","3349","60378","1734","81840","2280","242652","3514","104758","2438","201686","3283","107547","2133","21055","1083","24483","1024"
"0400000US36","New York","13329734","940","241435","3484","2321","306","3064","375","9329","751","23676","1178","44808","1658","40843","1609","74924","2430","180504","4229","74928","2380","204585","3432","209062","3804","260017","3935","287456","3997","292235","4149","3091743","17715","499769","5070","614040","6673","1555550","9253","1130032","6692","2544961","10681","1396536","11984","361362","4197","186554","3075"
"0400000US37","North Carolina","6495047","1514","80704","1905","871","208","760","220","3666","411","7365","777","16407","1219","14739","1215","21517","1258","67780","2296","41344","1333","101644","2201","148572","3599","182784","3379","169915","3872","89334","1954","1462439","8323","281877","4048","419335","5361","1005626","7931","573109","6160","1185011","9125","442291","5580","97856","2322","80101","2147"
"0400000US38","North Dakota","458527","525","2615","285","24","31","162","79","14","10","154","80","242","101","314","97","305","99","1007","194","954","155","13146","524","3072","241","5967","451","7031","554","4733","406","108382","1911","17238","741","30197","1062","78181","1600","59512","1493","90032","1885","24064","846","6333","511","4848","383"
"0400000US39","Ohio","7781111","1226","66013","1566","802","200","950","376","1326","313","2749","399","5997","718","5349","502","8718","643","22475","1103","21333","1066","109539","2035","105529","1866","177051","3300","212239","3556","129719","2107","2384432","10551","297600","3929","534161","5274","1073537","7277","627729","5385","1252463","8996","537384","5781","122786","2424","81230","1656"
"0400000US40","Oklahoma","2489023","954","21963","867","196","68","216","67","955","181","2508","398","5059","455","3789","340","5304","411","24834","895","11639","698","34988","960","47356","1229","59283","1514","73721","1792","39391","1291","663696","4446","125580","2200","181729","2851","416154","3723","177796","2320","396647","3398","139633","2250","34029","1090","22557","1009"
"0400000US41","Oregon","2677376","890","27209","1523","282","129","525","171","1484","334","3241","499","5482","683","4019","502","5727","685","25910","1527","8036","669","26626","1333","32753","1400","41333","1634","53083","1665","45912","1344","535347","4575","121776","2311","226538","3218","486771","5111","220247","3262","505798","4528","208552","3242","53369","1476","37356","1229"
"0400000US42","Pennsylvania","8764740","914","85128","2306","1165","201","956","245","2424","341","3994","486","8716","782","9043","744","13233","656","33190","1409","27622","1067","130274","2345","116704","2022","194475","3359","207278","4178","132586","2567","2872856","11501","348332","3343","479026","4252","957687","6408","677250","5300","1502205","7415","680881","6045","163726","2583","115989","2174"
"0400000US44","Rhode Island","716161","403","11943","727","24","26","101","75","680","236","1529","323","2376","423","3725","481","2348","339","6643","719","4469","454","11509","818","14385","953","17249","914","16527","1115","11016","635","163705","3284","32225","1181","37730","1256","93872","2127","59340","1534","134617","2721","63910","1544","15056","823","11182","789"
"0400000US45","South Carolina","3163095","801","38069","1383","265","107","469","134","1267","351","2362","391","8112","781","6461","560","9405","721","27866","1374","24188","1103","46474","1848","66974","2146","92546","2192","92082","2331","57087","1673","809044","6699","139201","2737","189760","3511","473790","4490","276035","3521","511586","5319","213779","3448","44602","1430","31671","1263"
"0400000US46","South Dakota","544604","549","3101","410","29","30","22","35","163","91","117","84","423","138","459","180","812","235","1616","251","891","178","14833","775","5800","489","8128","504","8417","519","5847","391","147632","2008","24033","978","32989","888","86712","1730","57313","1305","101655","2105","30412","1193","7436","529","5764","508"
"0400000US47","Tennessee","4336243","1327","50173","1378","411","123","644","159","1545","289","3664","503","10887","746","9459","772","11990","813","32530","1323","29503","1141","103117","2221","82140","2224","116594","2426","127669","3144","72449","1814","1168434","8206","265860","3418","273605","3828","637881","6770","280171","3648","676462","6309","262719","4068","68381","1885","49955","1395"
"0400000US48","Texas","16426730","2185","317719","5251","2998","425","3498","486","21679","1105","52285","1930","113684","2917","71477","2358","106098","3049","446686","6658","131321","2800","252037","4182","457913","5832","358415","5034","410609","5944","278917","5016","3390961","17252","754328","6777","1032478","12167","2694132","17930","1079891","8317","2948330","15655","1079436","9546","249356","3890","172482","2910"
"0400000US49","Utah","1642728","572","11768","901","125","53","294","116","429","169","1487","313","2777","427","1735","332","2889","464","15960","1242","3549","407","8188","645","17441","986","19717","1091","31333","1246","29867","1074","336406","3785","45802","1364","131581","2103","321599","3627","156307","2638","336426","3921","117949","2199","26716","922","22383","937"
"0400000US50","Vermont","434995","304","2247","257","15","16","46","36","126","83","136","67","159","78","292","96","444","105","832","178","1010","172","7323","482","4709","348","6596","483","7386","477","5034","352","117199","1652","15822","677","23284","749","52698","1306","36509","1058","92347","1556","43330","1190","9864","606","7587","456"
"0400000US51","Virginia","5501125","1631","64261","1810","558","143","754","191","2631","360","5001","626","9634","765","9894","855","17747","1108","43720","1613","43161","1518","74585","2123","82189","2055","116929","2315","117433","2698","77900","2090","1165535","9619","210187","3141","327815","4527","773072","6206","390547","4423","1140878","7939","603678","5881","132933","2502","90083","2168"
"0400000US53","Washington","4645804","801","52870","1811","625","173","932","219","2748","511","5535","656","10981","874","8164","825","10801","741","39818","1468","13567","820","42928","1700","47787","1820","63053","2069","78672","2246","77824","2131","903317","6973","180826","3386","361471","3658","793926","6173","449245","4579","956333","6885","386379","4232","93731","1920","64271","1686"
"0400000US54","West Virginia","1298614","692","10946","651","81","51","174","83","573","203","573","165","1608","252","1379","229","2880","361","8011","593","11749","781","34005","1221","31985","1220","42268","1629","40081","1555","15858","848","444839","4439","86466","1740","76068","1888","162665","2425","82939","1977","150406","2515","66496","1859","16266","838","10298","636"
"0400000US55","Wisconsin","3850995","811","32094","1148","389","115","395","115","1040","215","1522","248","3267","359","3227","358","4494","496","16321","1146","6440","479","55210","1249","34988","1243","56735","1292","78327","1843","61740","1361","1110327","6169","136682","2195","259943","3032","551667","4359","380330","3035","697041","5189","258609","2791","60074","1388","40133","1198"
"0400000US56","Wyoming","381098","602","1080","206","64","55","135","110","57","57","130","104","322","147","180","93","311","106","1337","316","692","198","3723","470","3823","523","5977","570","6742","576","4793","517","91962","1888","20120","1052","32853","1105","71468","1591","39588","1457","64017","1624","22240","1044","4900","418","4584","536"
"0400000US72","Puerto Rico","2431475","174","67315","2288","596","143","683","173","13679","720","21594","1041","43906","1544","56380","1681","36792","1394","81128","1888","53116","1591","67763","1717","105218","2146","43402","1434","57742","1683","33112","1291","581209","5057","69215","1903","40208","1162","263119","3647","221031","3137","414281","4079","108026","2720","30822","1106","21138","1068"
