"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"0500000US08017","Cheyenne County, Colorado","1338","144","3","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","10","0","12","7","6","34","24","19","19","29","21","14","11","444","99","48","21","85","30","213","51","179","58","224","53","30","17","0","12","3","4"
"0500000US08019","Clear Creek County, Colorado","7376","102","6","10","4","8","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","8","12","23","23","45","48","14","21","2","3","1258","226","355","113","379","124","1192","209","544","183","2143","255","1099","246","164","72","140","115"
"0500000US08021","Conejos County, Colorado","5286","9","27","17","0","17","2","3","0","17","10","14","12","13","0","17","27","34","58","27","21","14","117","44","116","43","94","38","123","51","29","15","1571","144","223","65","348","74","1068","143","331","71","744","100","284","71","58","33","23","13"
"0500000US08023","Costilla County, Colorado","2793","63","55","33","0","12","0","12","0","12","8","12","15","17","17","15","20","28","102","72","8","11","81","45","31","27","74","42","72","40","49","17","585","108","99","34","185","49","722","112","131","47","302","75","182","51","42","24","13","15"
"0500000US08025","Crowley County, Colorado","3883","216","3","6","0","17","1","2","0","17","0","17","7","10","17","27","0","17","16","19","4","8","65","75","57","37","110","54","135","67","125","71","845","190","808","252","248","98","543","125","548","133","278","97","48","26","18","23","7","9"
"0500000US08027","Custer County, Colorado","3812","184","6","9","0","12","0","12","1","3","0","12","6","7","0","12","0","12","0","12","0","12","72","72","1","4","41","36","92","89","25","29","766","216","25","17","417","150","802","217","318","95","830","162","308","108","39","36","63","46"
"0500000US08029","Delta County, Colorado","22293","111","216","97","55","72","0","25","17","29","0","25","32","30","14","20","35","42","97","90","30","28","232","114","272","118","314","107","462","147","295","104","6733","520","1811","240","1585","267","3478","406","1780","310","3044","340","1316","220","362","129","113","58"
"0500000US08031","Denver County, Colorado","508718","113","8157","804","74","52","141","97","182","87","661","216","1971","373","987","394","1656","323","9198","1092","1675","331","4721","645","8670","800","6371","546","8578","885","7896","750","67690","2321","18004","1128","20857","1110","62942","1735","26788","1330","153502","2533","66425","1721","21556","959","10016","675"
"0500000US08033","Dolores County, Colorado","1398","148","6","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","11","8","7","30","30","33","20","2","3","442","92","64","52","116","45","228","63","125","58","189","58","123","54","25","26","0","12"
"0500000US08035","Douglas County, Colorado","221839","99","626","165","22","35","30","36","0","28","0","28","33","31","79","55","56","53","260","149","49","45","261","130","394","139","450","149","728","203","1170","223","22535","916","4177","530","12037","727","31875","1118","18352","907","82510","1593","35899","1291","6494","538","3802","382"
"0500000US08037","Eagle County, Colorado","38505","123","278","168","41","58","0","28","128","101","89","98","68","78","41","67","0","28","913","319","198","147","728","323","435","177","635","227","658","254","310","190","5384","643","470","185","1808","440","4492","732","3668","566","13051","917","3456","502","1261","322","393","171"
"0500000US08039","Elbert County, Colorado","18326","80","63","40","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","5","5","9","14","15","92","66","101","60","139","60","182","76","4070","408","352","91","1377","254","3065","231","2298","270","4471","413","1638","261","310","125","145","71"
"0500000US08041","El Paso County, Colorado","452115","91","3190","364","42","41","31","49","87","77","131","92","363","286","359","180","299","113","2085","409","634","209","1731","344","2236","332","4008","504","5046","711","5761","525","75868","1760","16472","915","32571","1353","76142","2105","50915","1663","106514","1982","53249","1588","8013","579","6368","524"
"0500000US08043","Fremont County, Colorado","36942","230","146","64","7","13","0","25","0","25","0","25","33","65","0","25","1","2","11","13","164","112","298","112","519","150","925","279","1201","256","363","116","8453","598","6079","612","3201","381","5450","440","3271","391","4102","395","2150","348","379","112","189","92"
"0500000US08045","Garfield County, Colorado","39298","146","314","118","0","28","0","28","0","28","16","27","6","13","30","28","26","42","651","239","136","108","1031","307","778","199","748","218","280","105","669","239","8780","670","1843","308","2578","328","5453","468","3780","477","8127","579","2741","391","897","209","414","200"
"0500000US08047","Gilpin County, Colorado","4923","258","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","15","26","22","27","8","9","0","17","14","20","17","22","776","217","279","127","286","110","1117","307","441","157","1284","218","526","189","44","40","94","60"
"0500000US08049","Grand County, Colorado","11581","94","104","105","0","19","0","19","0","19","0","19","0","19","0","19","0","19","4","7","44","77","44","25","149","74","54","45","113","87","117","93","2524","437","576","178","625","205","1935","337","896","223","3111","434","865","248","336","161","84","107"
"0500000US08051","Gunnison County, Colorado","10601","185","43","37","0","19","0","19","0","19","0","19","9","18","0","19","0","19","34","36","0","19","46","43","41","62","54","53","5","6","46","36","1410","278","277","147","480","148","1574","266","623","182","4026","334","1362","192","413","164","158","70"
"0500000US08053","Hinsdale County, Colorado","703","87","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","6","7","10","11","10","19","11","3","4","133","43","27","17","8","7","134","34","36","19","218","40","73","31","21","13","9","10"
"0500000US08055","Huerfano County, Colorado","5216","162","41","36","0","17","0","17","13","19","0","17","0","17","0","17","0","17","24","23","9","14","62","56","49","36","61","42","82","58","55","45","1387","252","159","69","482","124","1151","192","538","156","771","149","213","94","69","43","50","39"
"0500000US08057","Jackson County, Colorado","974","110","6","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","22","20","10","11","14","27","29","33","7","10","27","30","258","70","16","16","100","36","215","65","67","29","168","62","13","14","11","15","3","6"
"0500000US08059","Jefferson County, Colorado","414825","79","2534","389","70","44","74","50","65","57","30","34","185","74","228","134","205","122","1679","308","639","244","1248","261","2422","325","3150","353","4356","556","5865","530","70051","1879","14109","898","25433","979","62643","1648","32452","1080","119242","2044","51405","1245","9457","530","7283","536"
"0500000US08061","Kiowa County, Colorado","996","94","0","12","0","12","0","12","4","6","0","12","0","12","0","12","0","12","0","12","0","12","12","14","2","4","14","21","2","3","9","13","311","66","44","27","72","24","177","50","136","45","150","39","56","25","3","4","4","4"
"0500000US08063","Kit Carson County, Colorado","5198","134","15","18","0","17","0","17","0","17","0","17","5","12","0","17","2","3","82","68","11","13","68","40","186","71","71","57","29","18","75","55","1541","172","416","265","378","84","835","158","512","137","613","141","299","87","39","26","21","25"
"0500000US08065","Lake County, Colorado","5563","289","94","90","0","17","0","17","91","103","44","64","0","17","29","33","27","35","169","131","0","17","30","37","115","119","173","98","59","45","74","54","1187","264","246","110","424","140","587","186","415","160","1315","322","334","141","28","32","122","135"
"0500000US08067","La Plata County, Colorado","39773","196","135","64","0","28","0","28","9","9","0","28","23","27","15","31","29","32","50","25","55","44","178","99","352","192","310","115","266","77","349","124","6758","564","1200","179","2823","416","6935","563","2698","312","11024","680","4183","459","1306","218","1075","196"
"0500000US08069","Larimer County, Colorado","226787","145","1285","368","0","28","15","17","0","28","9","14","31","24","86","67","23","25","443","181","136","76","818","215","919","295","1818","420","1968","373","1845","282","36161","1505","6863","650","13517","898","32774","1379","20887","1003","63577","1728","31470","1318","4870","444","7272","564"
"0500000US08071","Las Animas County, Colorado","10527","69","35","25","0","19","0","19","9","14","0","19","0","19","24","38","87","63","103","58","67","40","279","122","65","37","145","66","338","134","127","54","2314","227","789","218","830","148","2051","213","1206","173","1301","178","596","97","84","41","77","50"
"0500000US08073","Lincoln County, Colorado","4117","107","9","9","1","4","0","17","1","3","31","34","0","17","0","17","0","17","5","8","7","12","40","28","41","33","45","26","169","72","25","19","1009","161","1234","537","167","68","489","179","326","152","359","128","106","51","17","27","36","34"
"0500000US08075","Logan County, Colorado","15155","295","132","74","2","3","0","22","0","22","76","57","47","47","9","19","37","57","52","65","73","85","196","101","233","156","296","120","325","130","99","52","3819","372","1295","324","1068","219","2332","283","2001","266","2103","294","782","193","106","62","72","46"
"0500000US08077","Mesa County, Colorado","104174","149","674","184","13","21","17","26","80","89","23","37","43","42","65","62","46","47","611","240","285","251","820","247","1027","314","1825","363","2519","411","1801","296","23342","1050","5426","633","8106","553","19303","987","8756","808","19191","780","7189","649","1804","313","1208","259"
"0500000US08079","Mineral County, Colorado","697","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","0","12","7","9","0","12","3","4","89","33","21","24","28","16","165","46","52","27","212","53","88","38","19","11","5","5"
"0500000US08081","Moffat County, Colorado","8893","93","55","51","0","19","0","19","0","19","0","19","0","19","48","52","0","19","9","16","0","19","130","114","360","80","120","72","188","78","94","60","2734","301","713","168","757","178","1352","232","770","163","989","185","410","126","59","43","105","74"
"0500000US08083","Montezuma County, Colorado","18612","176","122","69","8","14","0","22","0","22","7","11","17","24","24","22","25","27","113","59","19","22","162","95","153","73","412","131","493","143","297","124","4745","400","704","186","1398","261","3210","392","1193","241","3500","321","1499","264","311","124","200","76"
"0500000US08085","Montrose County, Colorado","29724","95","413","150","4","7","0","25","10","16","59","63","23","26","60","64","89","71","365","207","43","42","334","134","308","100","443","142","703","205","412","127","7911","544","1433","248","2167","277","5361","565","2099","248","5285","460","1652","250","359","98","191","65"
"0500000US08087","Morgan County, Colorado","18401","145","338","119","0","22","12","20","0","22","84","72","293","158","19","24","101","75","565","249","147","105","493","186","490","211","498","161","437","151","402","144","4605","436","1154","220","1246","208","2594","302","1707","248","2028","258","829","183","258","97","101","60"
"0500000US08089","Otero County, Colorado","12137","123","115","53","0","19","1","3","12","17","1","3","29","29","3","4","26","27","100","69","99","79","244","124","231","115","201","127","227","104","263","97","2882","343","993","223","1063","195","1998","230","1391","194","1455","221","559","133","134","93","110","47"
"0500000US08091","Ouray County, Colorado","3851","168","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","10","23","22","0","12","56","42","534","123","79","50","184","61","839","141","289","90","1081","160","530","112","162","54","67","28"
"0500000US08093","Park County, Colorado","14149","212","68","61","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","42","46","34","37","54","43","129","95","3943","630","430","178","979","211","2808","457","1446","256","3021","443","810","181","156","73","229","104"
"0500000US08095","Phillips County, Colorado","2800","117","20","20","0","12","0","12","0","12","0","12","0","12","0","12","15","23","67","60","31","32","4","6","121","89","4","6","22","17","38","32","735","132","192","78","160","47","367","72","357","81","464","90","126","42","61","45","16","15"
"0500000US08097","Pitkin County, Colorado","13680","150","32","43","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","30","41","230","181","0","19","12","16","0","19","121","112","1890","404","442","195","563","227","1268","357","776","260","6217","570","1236","270","600","204","263","114"
"0500000US08099","Prowers County, Colorado","7774","51","78","46","0","19","0","19","3","6","23","18","14","13","2","6","29","19","285","113","113","56","222","90","287","122","132","51","129","55","199","70","1651","246","376","114","563","134","1418","187","825","170","915","167","452","165","25","32","33","35"
"0500000US08101","Pueblo County, Colorado","113465","147","1106","230","6","10","71","74","44","38","60","65","164","102","83","59","175","95","452","129","315","115","1051","176","1544","283","2562","350","2555","352","1533","263","26520","1139","6499","527","9419","601","21483","911","13144","710","16263","708","6593","479","1094","188","729","134"
"0500000US08103","Rio Blanco County, Colorado","4213","52","22","18","0","17","0","17","0","17","0","17","5","12","15","16","0","17","22","20","0","17","10","12","55","44","124","74","44","35","45","35","1148","155","180","83","379","94","773","161","433","107","695","126","193","79","18","14","52","44"
"0500000US08105","Rio Grande County, Colorado","7655","177","82","49","0","19","6","19","0","19","0","19","9","12","12","19","0","19","16","19","88","76","247","109","115","75","139","63","196","80","82","50","2026","301","433","142","547","143","1308","260","476","129","1329","264","366","125","120","56","58","40"
"0500000US08107","Routt County, Colorado","18540","111","93","74","0","22","0","22","0","22","0","22","10","23","0","22","0","22","40","36","7","13","98","85","69","54","18","19","163","93","90","73","3048","376","703","197","933","158","2621","309","1406","206","5811","486","2333","342","852","264","245","114"
"0500000US08109","Saguache County, Colorado","4829","114","75","51","0","17","0","17","8","11","7","11","0","17","0","17","37","38","157","60","38","37","155","75","59","35","41","36","125","50","116","44","1204","205","271","83","260","72","938","158","271","90","727","148","271","88","38","33","31","32"
"0500000US08111","San Juan County, Colorado","485","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","7","11","18","9","16","0","12","6","11","0","12","0","12","0","12","97","36","28","19","10","11","112","39","35","20","127","51","46","26","0","12","0","12"
"0500000US08113","San Miguel County, Colorado","6049","74","5","7","0","17","0","17","0","17","0","17","0","17","0","17","0","17","21","20","0","17","23","16","50","38","10","11","35","32","49","39","854","152","71","39","175","75","836","142","327","89","2595","203","645","133","254","76","99","56"
"0500000US08115","Sedgwick County, Colorado","1614","67","18","13","0","12","0","12","0","12","0","12","0","12","0","12","15","21","17","16","2","3","15","13","9","7","39","23","36","15","59","63","386","55","84","27","165","43","249","47","205","71","211","44","88","29","12","8","4","5"
"0500000US08117","Summit County, Colorado","23359","123","1","3","0","25","0","25","0","25","0","25","0","25","64","66","118","102","164","131","14","21","514","335","363","222","87","70","186","174","152","115","3358","506","836","252","588","213","3333","681","1349","363","8795","730","2462","390","656","279","319","185"
"0500000US08119","Teller County, Colorado","18731","167","27","32","0","22","10","17","0","22","0","22","0","22","0","22","0","22","0","22","15","24","18","35","36","46","157","84","104","67","155","87","3449","362","905","282","1268","243","3194","324","2331","367","4282","489","2141","318","394","137","245","131"
"0500000US08121","Washington County, Colorado","3390","24","26","22","1","3","0","12","0","12","10","14","0","12","0","12","9","12","6","8","0","12","22","26","22","17","43","29","93","49","43","20","984","88","187","47","270","55","808","106","345","64","355","62","117","32","35","21","14","14"
"0500000US08123","Weld County, Colorado","196540","85","2817","452","0","28","50","39","46","37","286","145","379","158","263","104","790","216","2383","347","996","265","2334","343","2793","396","3263","462","3553","406","3448","368","44419","1397","9281","682","15505","768","31896","1030","17932","830","36473","1081","13676","667","2213","298","1744","266"
"0500000US08125","Yuma County, Colorado","6646","66","56","45","0","19","0","19","0","19","2","3","0","19","15","27","41","65","191","111","22","30","104","53","79","72","65","48","48","26","136","73","1928","212","357","147","422","136","1203","201","531","145","1002","199","355","114","44","37","45","30"
